Algorithm,FS Method,Balancing Method,Normalized,class,accuracy,precision,recall,f1-score,support
Random Forest 4,Fisher Score,Random Over Sampler,Not Normalized,0,,1.0,0.25,0.4,4
Random Forest 4,Fisher Score,Random Over Sampler,Not Normalized,1,,0.896551724137931,1.0,0.9454545454545454,26
Random Forest 5,Fisher Score,Random Over Sampler,Not Normalized,0,,0.0,0.0,0.0,4
Random Forest 5,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
Random Forest mean,Fisher Score,Random Over Sampler,Not Normalized,0,0.8227956989247313,0.4333333333333334,0.13,0.18303030303030304
Random Forest mean,Fisher Score,Random Over Sampler,Not Normalized,1,0.8227956989247313,0.8644860426929393,0.9384615384615385,0.8991070367540956
Random Forest 1,Fisher Score,Random Under Sampler,Standardization,0,,0.2222222222222222,0.8,0.3478260869565218,5
Random Forest 1,Fisher Score,Random Under Sampler,Standardization,1,,0.9230769230769231,0.46153846153846156,0.6153846153846155,26
Random Forest 2,Fisher Score,Random Under Sampler,Standardization,0,,0.2857142857142857,0.8,0.4210526315789473,5
Random Forest 2,Fisher Score,Random Under Sampler,Standardization,1,,0.9411764705882353,0.6153846153846154,0.744186046511628,26
Random Forest 3,Fisher Score,Random Under Sampler,Standardization,0,,0.2222222222222222,0.5,0.30769230769230765,4
Random Forest 3,Fisher Score,Random Under Sampler,Standardization,1,,0.9047619047619048,0.7307692307692307,0.8085106382978723,26
Random Forest 4,Fisher Score,Random Under Sampler,Standardization,0,,0.26666666666666666,1.0,0.4210526315789474,4
Random Forest 4,Fisher Score,Random Under Sampler,Standardization,1,,1.0,0.5769230769230769,0.7317073170731707,26
Random Forest 5,Fisher Score,Random Under Sampler,Standardization,0,,0.25,1.0,0.4,4
Random Forest 5,Fisher Score,Random Under Sampler,Standardization,1,,1.0,0.5384615384615384,0.7000000000000001,26
Random Forest mean,Fisher Score,Random Under Sampler,Standardization,0,0.6189247311827957,0.24936507936507937,0.82,0.3795247315613448
Random Forest mean,Fisher Score,Random Under Sampler,Standardization,1,0.6189247311827957,0.9538030596854126,0.5846153846153846,0.7199577234534573
Random Forest 1,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.23529411764705882,0.8,0.3636363636363636,5
Random Forest 1,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9285714285714286,0.5,0.65,26
Random Forest 2,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.2857142857142857,0.8,0.4210526315789473,5
Random Forest 2,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9411764705882353,0.6153846153846154,0.744186046511628,26
Random Forest 3,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.25,0.5,0.3333333333333333,4
Random Forest 3,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9090909090909091,0.7692307692307693,0.8333333333333333,26
Random Forest 4,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.3333333333333333,1.0,0.5,4
Random Forest 4,Fisher Score,Random Under Sampler,MinMax Scaler,1,,1.0,0.6923076923076923,0.8181818181818181,26
Random Forest 5,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.1875,0.75,0.3,4
Random Forest 5,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9285714285714286,0.5,0.65,26
Random Forest mean,Fisher Score,Random Under Sampler,MinMax Scaler,0,0.6387096774193548,0.25836834733893554,0.77,0.38360446570972884
Random Forest mean,Fisher Score,Random Under Sampler,MinMax Scaler,1,0.6387096774193548,0.9414820473644003,0.6153846153846153,0.7391402396053558
Random Forest 1,Fisher Score,Random Under Sampler,Not Normalized,0,,0.26666666666666666,0.8,0.4,5
Random Forest 1,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9375,0.5769230769230769,0.7142857142857143,26
Random Forest 2,Fisher Score,Random Under Sampler,Not Normalized,0,,0.29411764705882354,1.0,0.45454545454545453,5
Random Forest 2,Fisher Score,Random Under Sampler,Not Normalized,1,,1.0,0.5384615384615384,0.7000000000000001,26
Random Forest 3,Fisher Score,Random Under Sampler,Not Normalized,0,,0.25,0.5,0.3333333333333333,4
Random Forest 3,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9090909090909091,0.7692307692307693,0.8333333333333333,26
Random Forest 4,Fisher Score,Random Under Sampler,Not Normalized,0,,0.3,0.75,0.4285714285714285,4
Random Forest 4,Fisher Score,Random Under Sampler,Not Normalized,1,,0.95,0.7307692307692307,0.8260869565217392,26
Random Forest 5,Fisher Score,Random Under Sampler,Not Normalized,0,,0.21428571428571427,0.75,0.3333333333333333,4
Random Forest 5,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9375,0.5769230769230769,0.7142857142857143,26
Random Forest mean,Fisher Score,Random Under Sampler,Not Normalized,0,0.6584946236559139,0.26501400560224087,0.76,0.38995670995670995
Random Forest mean,Fisher Score,Random Under Sampler,Not Normalized,1,0.6584946236559139,0.9468181818181819,0.6384615384615385,0.7575983436853002
Random Forest 1,Fisher Score,Not balanced,Standardization,0,,0.25,0.2,0.22222222222222224,5
Random Forest 1,Fisher Score,Not balanced,Standardization,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Random Forest 2,Fisher Score,Not balanced,Standardization,0,,1.0,0.0,0.0,5
Random Forest 2,Fisher Score,Not balanced,Standardization,1,,0.8387096774193549,1.0,0.9122807017543859,26
Random Forest 3,Fisher Score,Not balanced,Standardization,0,,1.0,0.0,0.0,4
Random Forest 3,Fisher Score,Not balanced,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 4,Fisher Score,Not balanced,Standardization,0,,0.0,0.0,0.0,4
Random Forest 4,Fisher Score,Not balanced,Standardization,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Random Forest 5,Fisher Score,Not balanced,Standardization,0,,0.5,0.25,0.3333333333333333,4
Random Forest 5,Fisher Score,Not balanced,Standardization,1,,0.8928571428571429,0.9615384615384616,0.9259259259259259,26
Random Forest mean,Fisher Score,Not balanced,Standardization,0,0.8359139784946237,0.55,0.09,0.11111111111111112
Random Forest mean,Fisher Score,Not balanced,Standardization,1,0.8359139784946237,0.8624308608624516,0.9615384615384615,0.9087586987289071
Random Forest 1,Fisher Score,Not balanced,MinMax Scaler,0,,0.25,0.2,0.22222222222222224,5
Random Forest 1,Fisher Score,Not balanced,MinMax Scaler,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Random Forest 2,Fisher Score,Not balanced,MinMax Scaler,0,,1.0,0.0,0.0,5
Random Forest 2,Fisher Score,Not balanced,MinMax Scaler,1,,0.8387096774193549,1.0,0.9122807017543859,26
Random Forest 3,Fisher Score,Not balanced,MinMax Scaler,0,,1.0,0.0,0.0,4
Random Forest 3,Fisher Score,Not balanced,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 4,Fisher Score,Not balanced,MinMax Scaler,0,,1.0,0.0,0.0,4
Random Forest 4,Fisher Score,Not balanced,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 5,Fisher Score,Not balanced,MinMax Scaler,0,,0.3333333333333333,0.25,0.28571428571428575,4
Random Forest 5,Fisher Score,Not balanced,MinMax Scaler,1,,0.8888888888888888,0.9230769230769231,0.9056603773584906,26
Random Forest mean,Fisher Score,Not balanced,MinMax Scaler,0,0.8359139784946237,0.7166666666666667,0.09,0.1015873015873016
Random Forest mean,Fisher Score,Not balanced,MinMax Scaler,1,0.8359139784946237,0.8625567502986857,0.9615384615384615,0.908601692911524
Random Forest 1,Fisher Score,Not balanced,Not Normalized,0,,0.25,0.2,0.22222222222222224,5
Random Forest 1,Fisher Score,Not balanced,Not Normalized,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Random Forest 2,Fisher Score,Not balanced,Not Normalized,0,,1.0,0.0,0.0,5
Random Forest 2,Fisher Score,Not balanced,Not Normalized,1,,0.8387096774193549,1.0,0.9122807017543859,26
Random Forest 3,Fisher Score,Not balanced,Not Normalized,0,,1.0,0.0,0.0,4
Random Forest 3,Fisher Score,Not balanced,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 4,Fisher Score,Not balanced,Not Normalized,0,,1.0,0.0,0.0,4
Random Forest 4,Fisher Score,Not balanced,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
Random Forest 5,Fisher Score,Not balanced,Not Normalized,0,,0.3333333333333333,0.25,0.28571428571428575,4
Random Forest 5,Fisher Score,Not balanced,Not Normalized,1,,0.8888888888888888,0.9230769230769231,0.9056603773584906,26
Random Forest mean,Fisher Score,Not balanced,Not Normalized,0,0.8359139784946237,0.7166666666666667,0.09,0.1015873015873016
Random Forest mean,Fisher Score,Not balanced,Not Normalized,1,0.8359139784946237,0.8625567502986857,0.9615384615384615,0.908601692911524
